,timestamp,Values_Type,GeneReal
916,2023_Q4_labor_23h,EOLICA,14017.30217948718
917,2023_Q4_labor_23h,HIDRAULICA,6642934.933717948
918,2023_Q4_labor_23h,SOLAR,0.6760256410256411
919,2023_Q4_labor_23h,TERMICA,2857071.3192307693
920,2023_Q4_labor_2h,COGENERADOR,92020.91230769231
921,2023_Q4_labor_2h,EOLICA,10159.110897435898
922,2023_Q4_labor_2h,HIDRAULICA,5453605.965
923,2023_Q4_labor_2h,SOLAR,0.5787179487179487
924,2023_Q4_labor_2h,TERMICA,2645910.9374358975
925,2023_Q4_labor_3h,COGENERADOR,91485.46833333334
926,2023_Q4_labor_3h,EOLICA,10070.741923076923
927,2023_Q4_labor_3h,HIDRAULICA,5321858.91025641
928,2023_Q4_labor_3h,SOLAR,0.5889743589743589
929,2023_Q4_labor_3h,TERMICA,2577498.1182051282
930,2023_Q4_labor_4h,COGENERADOR,90589.52269230768
931,2023_Q4_labor_4h,EOLICA,10057.27294871795
932,2023_Q4_labor_4h,HIDRAULICA,5240452.664102565
933,2023_Q4_labor_4h,SOLAR,0.5602564102564103
934,2023_Q4_labor_4h,TERMICA,2558033.8560256413
935,2023_Q4_labor_5h,COGENERADOR,91210.17307692308
936,2023_Q4_labor_5h,EOLICA,9653.785384615385
937,2023_Q4_labor_5h,HIDRAULICA,5344501.222051282
938,2023_Q4_labor_5h,SOLAR,0.5112820512820512
939,2023_Q4_labor_5h,TERMICA,2583572.9264102564
940,2023_Q4_labor_6h,COGENERADOR,92056.84717948719
941,2023_Q4_labor_6h,EOLICA,8797.637564102564
942,2023_Q4_labor_6h,HIDRAULICA,5604275.059615384
943,2023_Q4_labor_6h,SOLAR,568.2333333333333
944,2023_Q4_labor_6h,TERMICA,2621454.200641026
945,2023_Q4_labor_7h,COGENERADOR,91911.53282051282
946,2023_Q4_labor_7h,EOLICA,8421.595384615384
947,2023_Q4_labor_7h,HIDRAULICA,5683474.4270512825
948,2023_Q4_labor_7h,SOLAR,65139.035769230766
949,2023_Q4_labor_7h,TERMICA,2672054.251923077
950,2023_Q4_labor_8h,COGENERADOR,89967.72128205128
951,2023_Q4_labor_8h,EOLICA,9081.372307692309
952,2023_Q4_labor_8h,HIDRAULICA,5963581.906794872
953,2023_Q4_labor_8h,SOLAR,241472.03756410256
954,2023_Q4_labor_8h,TERMICA,2755908.946923077
955,2023_Q4_labor_9h,COGENERADOR,88663.08769230769
956,2023_Q4_labor_9h,EOLICA,9089.981666666668
957,2023_Q4_labor_9h,HIDRAULICA,6277273.854871795
958,2023_Q4_labor_9h,SOLAR,393211.1867948718
959,2023_Q4_labor_9h,TERMICA,2814408.154871795
