hydro_project,timeseries,hydro_avg_flow_mw,hydro_min_flow_mw
H_ElBosque,2024_Q4_holidays,1.720125,0.02937
H_ElBosque,2024_Q4_labor,1.784805,0.01848
H_ElEden,2024_Q1_holidays,8.469639999999998,0.25553
H_ElEden,2024_Q1_labor,8.47176,0.00787
H_ElEden,2024_Q2_holidays,10.8726,0.27226
H_ElEden,2024_Q2_labor,11.101360000000001,0.03986
H_ElEden,2024_Q3_holidays,5.93291,0.7165199999999999
H_ElEden,2024_Q3_labor,5.43075,0.041280000000000004
H_ElEden,2024_Q4_holidays,8.3676,0.32216
H_ElEden,2024_Q4_labor,7.88417,0.13862
H_ElLimonar,2024_Q1_holidays,17.708295,1e-05
H_ElLimonar,2024_Q1_labor,17.485689999999998,1e-05
H_ElLimonar,2024_Q2_holidays,17.796795000000003,0.02252
H_ElLimonar,2024_Q2_labor,17.77205,1e-05
H_ElLimonar,2024_Q3_holidays,17.84859,2.01356
H_ElLimonar,2024_Q3_labor,17.839875,1e-05
H_ElLimonar,2024_Q4_holidays,17.818875,0.0015300000000000001
H_ElLimonar,2024_Q4_labor,17.83981,1e-05
H_ElMolino,2024_Q1_holidays,10.208275,6.89269
H_ElMolino,2024_Q1_labor,10.212845,0.05769
H_ElMolino,2024_Q2_holidays,10.27441,1.6795499999999999
H_ElMolino,2024_Q2_labor,10.23514,0.00015
H_ElMolino,2024_Q3_holidays,16.117145,2.04679
H_ElMolino,2024_Q3_labor,15.51672,0.10437
H_ElMolino,2024_Q4_holidays,16.227314999999997,5e-05
H_ElMolino,2024_Q4_labor,15.37505,0.00013000000000000002
H_Florida,2024_Q1_holidays,11.268,0.02157
H_Florida,2024_Q1_labor,11.638985,0.00453
H_Florida,2024_Q2_holidays,12.4905,0.00085
H_Florida,2024_Q2_labor,13.632,0.001
H_Florida,2024_Q3_holidays,12.569,0.003
H_Florida,2024_Q3_labor,13.348,0.02244
H_Florida,2024_Q4_holidays,12.2665,0.01551
H_Florida,2024_Q4_labor,11.187,0.00146
H_Frisolera,2024_Q1_holidays,0.39844,0.00244
H_Frisolera,2024_Q1_labor,0.39394999999999997,0.00026000000000000003
H_Frisolera,2024_Q2_holidays,0.42646000000000006,0.0062
H_Frisolera,2024_Q2_labor,0.42055000000000003,7.000000000000001e-05
H_Frisolera,2024_Q3_holidays,0.371315,0.040060000000000005
H_Frisolera,2024_Q3_labor,0.36108999999999997,7.000000000000001e-05
H_Frisolera,2024_Q4_holidays,0.333665,0.00033
H_Frisolera,2024_Q4_labor,0.33887500000000004,0.00053
H_GUATRON,2024_Q1_holidays,508.43622,2.24973
H_GUATRON,2024_Q1_labor,506.89,0.05814
H_GUATRON,2024_Q2_holidays,504.33064,1.9493800000000001
H_GUATRON,2024_Q2_labor,463.75008,0.09
H_GUATRON,2024_Q3_holidays,460.37504,1.38
H_GUATRON,2024_Q3_labor,432.2,0.06
H_GUATRON,2024_Q4_holidays,457.96006,0.03
H_GUATRON,2024_Q4_labor,459.82007,0.06
H_Guacaica,2024_Q1_holidays,0.8853300000000001,0.030699999999999998
H_Guacaica,2024_Q1_labor,0.87741,0.00198
H_Guacaica,2024_Q2_holidays,0.9091,0.32680000000000003
H_Guacaica,2024_Q2_labor,0.89127,0.00099
H_Guacaica,2024_Q3_holidays,0.94277,0.24162999999999998
H_Guacaica,2024_Q3_labor,0.93979,0.00198
H_Guacaica,2024_Q4_holidays,0.8744299999999999,0.09209999999999999
H_Guacaica,2024_Q4_labor,0.8724500000000001,0.00099
H_Guaviomeno,2024_Q1_holidays,5.30821,0.6563
H_Guaviomeno,2024_Q1_labor,5.08518,1e-05
H_Guaviomeno,2024_Q2_holidays,8.600735,0.02151
H_Guaviomeno,2024_Q2_labor,5.28919,2.9999999999999997e-05
H_Guaviomeno,2024_Q3_holidays,9.77821,0.0007
H_Guaviomeno,2024_Q3_labor,5.320645,1e-05
H_Guaviomeno,2024_Q4_holidays,9.652070000000002,2.9999999999999997e-05
H_Guaviomeno,2024_Q4_labor,5.189520000000001,2e-05
H_Herradura,2024_Q1_holidays,13.948,0.847
H_Herradura,2024_Q1_labor,13.9634,0.0154
H_Herradura,2024_Q2_holidays,15.0898,0.0198
H_Herradura,2024_Q2_labor,14.2912,0.0022
H_Herradura,2024_Q3_holidays,13.830300000000001,1.0208
H_Herradura,2024_Q3_labor,14.0151,0.0022
H_Herradura,2024_Q4_holidays,10.7041,0.0352
H_Herradura,2024_Q4_labor,10.791,0.0022
H_Inza,2024_Q1_holidays,0.35467000000000004,0.00639
H_Inza,2024_Q1_labor,0.347765,0.00198
H_Inza,2024_Q2_holidays,0.37942000000000004,0.00357
H_Inza,2024_Q2_labor,0.36872000000000005,0.00309
H_Inza,2024_Q3_holidays,0.39581,0.047
H_Inza,2024_Q3_labor,0.396525,4e-05
H_Inza,2024_Q4_holidays,0.380905,0.01133
H_Inza,2024_Q4_labor,0.37472000000000005,5.9999999999999995e-05
H_IquiraI,2024_Q1_holidays,2.10924,0.6319
H_IquiraI,2024_Q1_labor,2.0837,5e-05
H_IquiraI,2024_Q2_holidays,2.11896,0.08283
H_IquiraI,2024_Q2_labor,2.105405,5e-05
H_IquiraI,2024_Q3_holidays,2.0333449999999997,0.00022
H_IquiraI,2024_Q3_labor,2.021225,0.00086
H_IquiraI,2024_Q4_holidays,2.09774,0.3504
H_IquiraI,2024_Q4_labor,2.1102350000000003,0.00076
H_IquiraII,2024_Q1_holidays,1.3085550000000001,0.12348
H_IquiraII,2024_Q1_labor,1.31355,0.0064800000000000005
H_IquiraII,2024_Q2_holidays,1.293795,0.64458
H_IquiraII,2024_Q2_labor,1.29348,0.00017999999999999998
H_IquiraII,2024_Q3_holidays,1.238175,0.00045
H_IquiraII,2024_Q3_labor,1.2357,0.0008100000000000001
H_JuanGarcia,2024_Q1_holidays,2.1165000000000003,0.48844
H_JuanGarcia,2024_Q1_labor,2.2095,0.05067
H_JuanGarcia,2024_Q2_holidays,3.2584,0.13738999999999998
H_JuanGarcia,2024_Q2_labor,3.0686,0.0025499999999999997
H_JuanGarcia,2024_Q3_holidays,3.336,0.13205
H_JuanGarcia,2024_Q3_labor,3.28345,0.00346
H_JuanGarcia,2024_Q4_holidays,3.2552,0.02646
H_JuanGarcia,2024_Q4_labor,3.2596999999999996,0.019780000000000002
H_LAGUNETA,2024_Q1_holidays,17.617105000000002,0.30729
H_LAGUNETA,2024_Q1_labor,14.963700000000001,1e-05
H_LAGUNETA,2024_Q2_holidays,17.83821,2.9999999999999997e-05
H_LAGUNETA,2024_Q2_labor,17.824820000000003,1e-05
H_LAGUNETA,2024_Q3_holidays,17.92531,0.00025
H_LAGUNETA,2024_Q3_labor,17.911605,1e-05
H_LAGUNETA,2024_Q4_holidays,17.931759999999997,1e-05
H_LAGUNETA,2024_Q4_labor,17.92196,0.00015
H_LaPita,2024_Q1_holidays,1.17229,0.01339
H_LaPita,2024_Q1_labor,1.17799,0.014039999999999999
H_LaPita,2024_Q2_holidays,0.70272,0.03712
H_LaPita,2024_Q2_labor,0.70502,0.0018700000000000001
H_LaPita,2024_Q3_holidays,1.178095,0.26294
H_LaPita,2024_Q3_labor,1.1922100000000002,0.0013700000000000001
H_LaPita,2024_Q4_holidays,1.191815,0.2007
H_LaPita,2024_Q4_labor,1.19138,0.00017999999999999998
H_LaRebusca,2024_Q1_holidays,0.66927,0.363
H_LaRebusca,2024_Q1_labor,0.669675,0.0003
H_LaRebusca,2024_Q2_holidays,0.6660900000000001,0.00567
H_LaRebusca,2024_Q2_labor,0.6664500000000001,0.00513
H_LaRebusca,2024_Q3_holidays,0.66,0.23121
H_LaRebusca,2024_Q3_labor,0.6610499999999999,0.0036
H_LaRebusca,2024_Q4_holidays,0.6611549999999999,0.03957
H_LaRebusca,2024_Q4_labor,0.6606449999999999,0.00894
H_La_Vuelta,2024_Q1_holidays,6.864,0.0616
H_La_Vuelta,2024_Q1_labor,7.4338,0.046200000000000005
H_La_Vuelta,2024_Q2_holidays,8.5624,0.2464
H_La_Vuelta,2024_Q2_labor,8.160900000000002,0.0066
H_La_Vuelta,2024_Q3_holidays,8.9122,0.0352
H_La_Vuelta,2024_Q3_labor,8.6504,0.0022
H_La_Vuelta,2024_Q4_holidays,6.919,0.022
H_La_Vuelta,2024_Q4_labor,7.2149,0.0088
H_LasPalmas,2024_Q1_holidays,1.9442,1.1858
H_LasPalmas,2024_Q1_labor,1.9245,0.01902
H_LasPalmas,2024_Q2_holidays,2.1026,0.02452
H_LasPalmas,2024_Q2_labor,2.0713000000000004,0.00784
H_LasPalmas,2024_Q3_holidays,2.0214000000000003,0.29116000000000003
H_LasPalmas,2024_Q3_labor,2.00835,0.06591
H_LasPalmas,2024_Q4_holidays,2.08875,0.02843
H_LasPalmas,2024_Q4_labor,2.06895,0.00141
H_Libertad,2024_Q1_holidays,0.46701499999999996,0.069
H_Libertad,2024_Q1_labor,0.474145,0.00023
H_Libertad,2024_Q2_holidays,0.41078,0.00069
H_Libertad,2024_Q2_labor,0.41652999999999996,0.00023
H_Libertad,2024_Q3_holidays,0.36662,0.00069
H_Libertad,2024_Q3_labor,0.36869,0.00023
H_Libertad,2024_Q4_holidays,0.38157,0.00069
H_Libertad,2024_Q4_labor,0.38133999999999996,0.00023
H_LuzMaI,2024_Q1_holidays,13.9329,5.937939999999999
H_LuzMaI,2024_Q1_labor,14.35475,0.01106
H_LuzMaI,2024_Q2_holidays,17.22925,9.3171
H_LuzMaI,2024_Q2_labor,16.742099999999997,0.022359999999999998
H_LuzMaI,2024_Q3_holidays,19.5051,0.40475
H_LuzMaI,2024_Q3_labor,19.576900000000002,0.18630000000000002
H_LuzMaI,2024_Q4_holidays,19.5232,0.0032400000000000003
H_LuzMaI,2024_Q4_labor,19.5201,0.03735
H_LuzMaII,2024_Q1_holidays,13.712499999999999,5.7989
H_LuzMaII,2024_Q1_labor,13.9957,0.009789999999999998
H_LuzMaII,2024_Q2_holidays,16.77805,2.06469
H_LuzMaII,2024_Q2_labor,16.3202,0.0034300000000000003
H_LuzMaII,2024_Q3_holidays,19.160700000000002,0.40536
H_LuzMaII,2024_Q3_labor,19.1832,0.00027
H_LuzMaII,2024_Q4_holidays,19.1274,0.0635
H_LuzMaII,2024_Q4_labor,19.1244,0.008
H_Magallo,2024_Q1_holidays,2.4156,0.05
H_Magallo,2024_Q1_labor,2.4849,0.037399999999999996
H_Magallo,2024_Q2_holidays,3.9512,1.3155999999999999
H_Magallo,2024_Q2_labor,3.916,0.0066
H_Magallo,2024_Q3_holidays,4.8928,2.1318
H_Magallo,2024_Q3_labor,4.8246,0.0682
H_Magallo,2024_Q4_holidays,4.3032,0.2442
H_Magallo,2024_Q4_labor,4.2394,0.0044
H_Mirolindo,2024_Q1_holidays,2.41282,0.07773999999999999
H_Mirolindo,2024_Q1_labor,2.414255,0.038759999999999996
H_Mirolindo,2024_Q2_holidays,2.6992800000000003,0.30004000000000003
H_Mirolindo,2024_Q2_labor,2.65374,0.00219
H_Mirolindo,2024_Q3_holidays,2.540805,0.29199
H_Mirolindo,2024_Q3_labor,2.53058,0.019440000000000002
H_Mirolindo,2024_Q4_holidays,2.50355,0.04221
H_Mirolindo,2024_Q4_labor,2.48803,0.02392
H_Mondomo,2024_Q1_holidays,0.41801,0.1787
H_Mondomo,2024_Q1_labor,0.41847,0.00307
H_Mondomo,2024_Q2_holidays,0.361745,0.01775
H_Mondomo,2024_Q2_labor,0.36563,0.030850000000000002
H_Mondomo,2024_Q3_holidays,0.40438999999999997,0.26043
H_Mondomo,2024_Q3_labor,0.40499,0.006059999999999999
H_Mondomo,2024_Q4_holidays,0.39327,0.01856
H_Mondomo,2024_Q4_labor,0.39013,0.00037
H_Municipal,2024_Q1_holidays,1.0855350000000001,0.00276
H_Municipal,2024_Q1_labor,1.09533,0.0001
H_Municipal,2024_Q2_holidays,1.13992,0.0001
H_Municipal,2024_Q2_labor,1.1386850000000002,0.00039
H_Municipal,2024_Q3_holidays,1.12195,0.056299999999999996
H_Municipal,2024_Q3_labor,1.036915,0.0001
H_Municipal,2024_Q4_holidays,1.141935,0.00906
H_Municipal,2024_Q4_labor,1.1385399999999999,0.0002
H_Naveta,2024_Q1_holidays,3.14777,0.009710000000000002
H_Naveta,2024_Q1_labor,3.44597,0.0014399999999999999
H_Naveta,2024_Q2_holidays,3.51592,0.02835
H_Naveta,2024_Q2_labor,3.5728899999999997,0.00328
H_Naveta,2024_Q3_holidays,3.8670850000000003,0.015880000000000002
H_Naveta,2024_Q3_labor,3.847595,0.00026000000000000003
H_Naveta,2024_Q4_holidays,3.60767,0.01273
H_Naveta,2024_Q4_labor,3.6204,0.00171
H_Nima,2024_Q1_holidays,2.0200500000000003,0.0003
H_Nima,2024_Q1_labor,2.0532,0.0003
H_Nima,2024_Q2_holidays,4.8027,0.003
H_Nima,2024_Q2_labor,4.718100000000001,0.0003
H_Nima,2024_Q3_holidays,4.07055,0.0009
H_Nima,2024_Q3_labor,3.969,0.0009
H_Nima,2024_Q4_holidays,2.7579000000000002,0.0003
H_Nima,2024_Q4_labor,2.8608000000000002,0.0003
H_Niquia,2024_Q1_holidays,12.996500000000001,6.3998
H_Niquia,2024_Q1_labor,13.0328,0.3718
H_Niquia,2024_Q2_holidays,12.9316,1.738
H_Niquia,2024_Q2_labor,12.9646,0.0132
H_Niquia,2024_Q3_holidays,13.0108,1.0537999999999998
H_Niquia,2024_Q3_labor,13.0658,0.0264
H_Niquia,2024_Q4_holidays,13.2704,0.1144
H_Niquia,2024_Q4_labor,13.3254,0.11
H_Nuevoliba,2024_Q1_holidays,3.26894,0.06293
H_Nuevoliba,2024_Q1_labor,3.1362550000000002,0.00973
H_Nuevoliba,2024_Q2_holidays,3.344605,0.00932
H_Nuevoliba,2024_Q2_labor,3.32318,0.00124
H_Nuevoliba,2024_Q3_holidays,3.0292399999999997,0.07390000000000001
H_Nuevoliba,2024_Q3_labor,2.97811,0.02215
H_Nuevoliba,2024_Q4_holidays,3.239965,0.00020999999999999998
H_Nuevoliba,2024_Q4_labor,3.13771,0.0047599999999999995
H_Oibita,2024_Q2_holidays,15.05676,0.17546
H_Oibita,2024_Q2_labor,14.94819,0.13441
H_Oibita,2024_Q3_holidays,19.63475,0.0001
H_Oibita,2024_Q3_labor,17.774805,0.24227
H_Oibita,2024_Q4_holidays,19.346984999999997,7.179390000000001
H_Oibita,2024_Q4_labor,19.384155,3.2961300000000002
H_Ovejas,2024_Q1_holidays,0.698145,0.1123
H_Ovejas,2024_Q1_labor,0.71184,0.00234
H_Ovejas,2024_Q2_holidays,0.70378,0.0841
H_Ovejas,2024_Q2_labor,0.7054600000000001,0.00057
H_Ovejas,2024_Q3_holidays,0.8284400000000001,0.0081
H_Ovejas,2024_Q3_labor,0.82793,0.00261
H_Ovejas,2024_Q4_holidays,0.795355,0.08795
H_Ovejas,2024_Q4_labor,0.79492,0.0022
H_PAGUA,2024_Q1_holidays,402.28827,1e-05
H_PAGUA,2024_Q1_labor,401.28141999999997,1e-05
H_PAGUA,2024_Q2_holidays,531.51632,0.00117
H_PAGUA,2024_Q2_labor,481.93389,1e-05
H_PAGUA,2024_Q3_holidays,590.09748,0.0014
H_PAGUA,2024_Q3_labor,487.772615,1e-05
H_PAGUA,2024_Q4_holidays,401.24202,1e-05
H_PAGUA,2024_Q4_labor,400.78751,1e-05
H_Pajarito,2024_Q1_holidays,6.3558,1.254
H_Pajarito,2024_Q1_labor,6.6418,0.022
H_Pajarito,2024_Q2_holidays,8.8759,0.44880000000000003
H_Pajarito,2024_Q2_labor,8.300600000000001,0.0616
H_Pajarito,2024_Q3_holidays,9.286200000000001,0.07479999999999999
H_Pajarito,2024_Q3_labor,9.4424,0.0022
H_Pajarito,2024_Q4_holidays,9.1476,0.0022
H_Pajarito,2024_Q4_labor,8.3732,0.0022
H_PalmasSanGil,2024_Q1_holidays,6.235905,0.00914
H_PalmasSanGil,2024_Q1_labor,6.69274,0.00038
H_PalmasSanGil,2024_Q2_holidays,4.6508400000000005,0.13001
H_PalmasSanGil,2024_Q2_labor,4.6696599999999995,0.0008399999999999999
H_PalmasSanGil,2024_Q3_holidays,8.78465,0.18328
H_PalmasSanGil,2024_Q3_labor,8.940884999999998,0.00043
H_PalmasSanGil,2024_Q4_holidays,8.82838,0.0485
H_PalmasSanGil,2024_Q4_labor,8.83534,0.03065
H_Pastales,2024_Q1_holidays,0.53143,0.22608
H_Pastales,2024_Q1_labor,0.52658,0.0034300000000000003
H_Pastales,2024_Q2_holidays,0.64301,0.00726
H_Pastales,2024_Q2_labor,0.63806,2.9999999999999997e-05
H_Pastales,2024_Q3_holidays,0.6648149999999999,0.00304
H_Pastales,2024_Q3_labor,0.6665,0.0036
H_Pastales,2024_Q4_holidays,0.6210249999999999,0.00013000000000000002
H_Pastales,2024_Q4_labor,0.619375,2.9999999999999997e-05
H_PaticoCab,2024_Q1_holidays,0.7665,0.12
H_PaticoCab,2024_Q1_labor,0.757,0.001
H_PaticoCab,2024_Q2_holidays,0.964,0.016
H_PaticoCab,2024_Q2_labor,0.984,0.001
H_PaticoCab,2024_Q3_holidays,0.942,0.047
H_PaticoCab,2024_Q3_labor,1.064,0.001
H_PaticoCab,2024_Q4_holidays,0.96,0.07
H_PaticoCab,2024_Q4_labor,0.8975,0.001
H_Pocune,2024_Q1_holidays,0.7289700000000001,0.012539999999999999
H_Pocune,2024_Q1_labor,0.72864,0.00624
H_Pocune,2024_Q2_holidays,0.63459,0.02899
H_Pocune,2024_Q2_labor,0.627,0.00519
H_Pocune,2024_Q3_holidays,0.84876,0.02798
H_Pocune,2024_Q3_labor,0.84711,0.00588
H_Pocune,2024_Q4_holidays,0.91938,0.20126
H_Pocune,2024_Q4_labor,0.91806,0.005
H_Porce3Meno,2024_Q1_holidays,1.5331000000000001,0.26177999999999996
H_Porce3Meno,2024_Q1_labor,1.5575999999999999,0.0030800000000000003
H_Porce3Meno,2024_Q2_holidays,1.6119700000000001,0.10898000000000001
H_Porce3Meno,2024_Q2_labor,1.60688,0.00127
H_Porce3Meno,2024_Q3_holidays,1.6550599999999998,0.36388
H_Porce3Meno,2024_Q3_labor,1.6464,0.0418
H_Porce3Meno,2024_Q4_holidays,1.69619,0.077
H_Porce3Meno,2024_Q4_labor,1.6855799999999999,0.00704
H_Puente_Gui,2024_Q1_holidays,1.8148499999999999,0.2655
H_Puente_Gui,2024_Q1_labor,1.8085499999999999,0.00225
H_Puente_Gui,2024_Q2_holidays,3.5475,0.00405
H_Puente_Gui,2024_Q2_labor,3.9663000000000004,0.0129
H_Puente_Gui,2024_Q3_holidays,2.56515,0.0003
H_Puente_Gui,2024_Q3_labor,2.63655,0.0009
H_Puente_Gui,2024_Q4_holidays,2.5393499999999998,0.04635
H_Puente_Gui,2024_Q4_labor,2.4369,0.0009
H_Remedios,2024_Q1_holidays,0.58643,0.0017
H_Remedios,2024_Q1_labor,0.59308,0.0011
H_Remedios,2024_Q2_holidays,0.42417000000000005,0.01102
H_Remedios,2024_Q2_labor,0.43809,0.00087
H_Remedios,2024_Q3_holidays,0.6162350000000001,0.02417
H_Remedios,2024_Q3_labor,0.6194700000000001,0.00283
H_Remedios,2024_Q4_holidays,0.62001,0.00257
H_Remedios,2024_Q4_labor,0.6223200000000001,0.0005200000000000001
H_RioBobo,2024_Q1_holidays,2.6036200000000003,0.09984
H_RioBobo,2024_Q1_labor,2.5958699999999997,0.00344
H_RioBobo,2024_Q2_holidays,3.6493700000000002,1.52688
H_RioBobo,2024_Q2_labor,3.6149400000000003,0.01549
H_RioBobo,2024_Q3_holidays,3.80774,1.56992
H_RioBobo,2024_Q3_labor,3.78708,0.0051600000000000005
H_RioBobo,2024_Q4_holidays,2.12593,1.05178
H_RioBobo,2024_Q4_labor,2.10527,0.00861
H_RioCali,2024_Q1_holidays,1.4023800000000002,0.00017999999999999998
H_RioCali,2024_Q1_labor,1.37628,0.00017999999999999998
H_RioCali,2024_Q2_holidays,1.4968800000000002,0.00017999999999999998
H_RioCali,2024_Q2_labor,1.45845,0.00017999999999999998
H_RioCali,2024_Q3_holidays,0.97173,0.00017999999999999998
H_RioCali,2024_Q3_labor,0.99324,0.00017999999999999998
H_RioCali,2024_Q4_holidays,0.91062,0.00017999999999999998
H_RioCali,2024_Q4_labor,0.99414,0.00017999999999999998
H_RioFrioI,2024_Q1_holidays,0.98931,0.02892
H_RioFrioI,2024_Q1_labor,0.9822000000000001,0.03019
H_RioFrioI,2024_Q2_holidays,1.0463099999999999,0.00455
H_RioFrioI,2024_Q2_labor,1.0534350000000001,0.00321
H_RioFrioI,2024_Q3_holidays,0.84157,0.0364
H_RioFrioI,2024_Q3_labor,0.87462,0.00074
H_RioFrioI,2024_Q4_holidays,1.0354700000000001,0.032729999999999995
H_RioFrioI,2024_Q4_labor,1.02404,0.00177
H_RioFrioII,2024_Q1_holidays,5.2788,0.492
H_RioFrioII,2024_Q1_labor,5.262,0.0504
H_RioFrioII,2024_Q2_holidays,6.795,0.0288
H_RioFrioII,2024_Q2_labor,6.756,0.016800000000000002
H_RioFrioII,2024_Q3_holidays,4.8636,0.0876
H_RioFrioII,2024_Q3_labor,4.764,0.0384
H_RioFrioII,2024_Q4_holidays,5.296200000000001,0.11040000000000001
H_RioFrioII,2024_Q4_labor,5.292,0.037200000000000004
H_RioFrioTam,2024_Q1_holidays,0.42028,0.0035
H_RioFrioTam,2024_Q1_labor,0.41734,0.008539999999999999
H_RioFrioTam,2024_Q2_holidays,0.7124600000000001,0.17836000000000002
H_RioFrioTam,2024_Q2_labor,0.7007000000000001,0.0030800000000000003
H_RioFrioTam,2024_Q3_holidays,0.82096,0.31598000000000004
H_RioFrioTam,2024_Q3_labor,0.8194899999999999,0.00014000000000000001
H_RioFrioTam,2024_Q4_holidays,0.77406,0.0007
H_RioFrioTam,2024_Q4_labor,0.7767200000000001,0.00041999999999999996
H_RioGrande,2024_Q1_holidays,0.40884,0.30888
H_RioGrande,2024_Q1_labor,0.4092,0.00023999999999999998
H_RioGrande,2024_Q2_holidays,0.42,0.08616
H_RioGrande,2024_Q2_labor,0.41568,0.00011999999999999999
H_RioGrande,2024_Q3_holidays,0.39678,0.00432
H_RioGrande,2024_Q3_labor,0.40176,0.00011999999999999999
H_RioGrande,2024_Q4_holidays,0.43572000000000005,0.07668000000000001
H_RioGrande,2024_Q4_labor,0.44832,0.00023999999999999998
H_RioMayo,2024_Q1_holidays,13.971200000000001,1.57104
H_RioMayo,2024_Q1_labor,14.049389999999999,0.0014299999999999998
H_RioMayo,2024_Q2_holidays,19.713330000000003,0.00646
H_RioMayo,2024_Q2_labor,19.69898,0.00646
H_RioMayo,2024_Q3_holidays,13.98154,0.39385000000000003
H_RioMayo,2024_Q3_labor,13.97437,0.057390000000000004
H_RioMayo,2024_Q4_holidays,13.88828,0.0208
H_RioMayo,2024_Q4_labor,13.89013,0.01435
H_RioMulato2,2024_Q1_holidays,3.6248,0.06801
H_RioMulato2,2024_Q1_labor,3.4424,0.0237
H_RioMulato2,2024_Q2_holidays,5.4855,0.4571
H_RioMulato2,2024_Q2_labor,5.47,0.02573
H_RioMulato2,2024_Q3_holidays,6.51815,0.9562999999999999
H_RioMulato2,2024_Q3_labor,5.9196,0.026629999999999997
H_RioMulato2,2024_Q4_holidays,4.4544999999999995,0.48860000000000003
H_RioMulato2,2024_Q4_labor,4.8421,0.01126
H_RioNegro,2024_Q1_holidays,9.112725000000001,0.0054
H_RioNegro,2024_Q1_labor,9.0918,0.01755
H_RioNegro,2024_Q2_holidays,8.2386,0.0144
H_RioNegro,2024_Q2_labor,8.72325,0.00045
H_RioNegro,2024_Q3_holidays,8.2575,0.0018
H_RioNegro,2024_Q3_labor,7.727399999999999,0.0027
H_RioNegro,2024_Q4_holidays,8.423549999999999,0.0009
H_RioNegro,2024_Q4_labor,7.983899999999999,0.00045
H_RioPalo,2024_Q1_holidays,0.85785,0.02514
H_RioPalo,2024_Q1_labor,0.85335,0.0009
H_RioPalo,2024_Q2_holidays,0.6037,0.00547
H_RioPalo,2024_Q2_labor,0.5928,0.00107
H_RioPalo,2024_Q3_holidays,0.5978300000000001,0.0017900000000000001
H_RioPalo,2024_Q3_labor,0.58823,0.00394
H_RioPalo,2024_Q4_holidays,0.7051499999999999,0.08041
H_RioPalo,2024_Q4_labor,0.6801,2.9999999999999997e-05
H_RioPiedras,2024_Q1_holidays,16.1184,8.8256
H_RioPiedras,2024_Q1_labor,15.744,2.8821399999999997
H_RioPiedras,2024_Q2_holidays,19.28,0.0032
H_RioPiedras,2024_Q2_labor,17.6576,0.0032
H_RioPiedras,2024_Q3_holidays,19.632,3.18546
H_RioPiedras,2024_Q3_labor,19.641599999999997,0.0525
H_RioPiedras,2024_Q4_holidays,19.616,3.32747
H_RioPiedras,2024_Q4_labor,19.616,0.0032
H_RioSapuye,2024_Q1_holidays,1.2564000000000002,0.16469999999999999
H_RioSapuye,2024_Q1_labor,1.3992,0.0114
H_RioSapuye,2024_Q2_holidays,1.5876,0.0054
H_RioSapuye,2024_Q2_labor,1.4172,0.0018
H_RioSapuye,2024_Q3_holidays,1.37004,0.3594
H_RioSapuye,2024_Q3_labor,1.36953,0.05952
H_RioSapuye,2024_Q4_holidays,1.2003,0.204
H_RioSapuye,2024_Q4_labor,1.1511600000000002,0.0012
H_Rio_Recio,2024_Q1_holidays,0.54858,0.04435
H_Rio_Recio,2024_Q1_labor,0.5435800000000001,0.00066
H_Rio_Recio,2024_Q2_holidays,0.49649,0.01723
H_Rio_Recio,2024_Q2_labor,0.49286,0.00087
H_Rio_Recio,2024_Q3_holidays,0.53296,0.0047
H_Rio_Recio,2024_Q3_labor,0.53067,0.0027400000000000002
H_Rio_Recio,2024_Q4_holidays,0.522635,0.02465
H_Rio_Recio,2024_Q4_labor,0.52698,0.0004
H_Rumor,2024_Q1_holidays,1.7888199999999999,4e-05
H_Rumor,2024_Q1_labor,1.92554,0.00067
H_Rumor,2024_Q2_holidays,1.66349,0.0015300000000000001
H_Rumor,2024_Q2_labor,1.640205,2.9999999999999997e-05
H_Rumor,2024_Q3_holidays,1.8461750000000001,0.022350000000000002
H_Rumor,2024_Q3_labor,1.86674,0.00094
H_Rumor,2024_Q4_holidays,1.537535,0.00478
H_Rumor,2024_Q4_labor,1.59546,0.0065899999999999995
H_SBartolome,2024_Q2_holidays,14.725520000000001,0.013009999999999999
H_SBartolome,2024_Q2_labor,15.305200000000001,2e-05
H_SBartolome,2024_Q3_holidays,18.826010000000004,6.88638
H_SBartolome,2024_Q3_labor,17.95112,0.0030600000000000002
H_SBartolome,2024_Q4_holidays,19.41426,6.9845299999999995
H_SBartolome,2024_Q4_labor,19.4653,5.297350000000001
H_SFrancisPu,2024_Q1_holidays,0.33746,0.00026000000000000003
H_SFrancisPu,2024_Q1_labor,0.3397,7.000000000000001e-05
H_SFrancisPu,2024_Q2_holidays,0.2075,0.01914
H_SFrancisPu,2024_Q2_labor,0.20717,7.000000000000001e-05
H_SFrancisPu,2024_Q3_holidays,0.3663,0.01907
H_SFrancisPu,2024_Q3_labor,0.36524,7.000000000000001e-05
H_SFrancisPu,2024_Q4_holidays,0.37745,0.03524
H_SFrancisPu,2024_Q4_labor,0.36168,7.000000000000001e-05
H_Sajandi,2024_Q1_holidays,2.64,0.12716
H_Sajandi,2024_Q1_labor,2.639525,0.05688
H_Sajandi,2024_Q2_holidays,2.6801999999999997,0.13993
H_Sajandi,2024_Q2_labor,2.65605,0.12723
H_Sajandi,2024_Q3_holidays,2.4861500000000003,0.04617
H_Sajandi,2024_Q3_labor,2.51997,0.01617
H_Sajandi,2024_Q4_holidays,2.3507,0.18278999999999998
H_Sajandi,2024_Q4_labor,2.2562399999999996,0.00677
H_SanAndres2,2024_Q1_holidays,14.202825,4.06956
